证券代码,证券简称,一致预测营业收入(FY1),一致预测净利润(FY1),一致预测ROE(FY1),一致预测每股净资产(FY1),每股收益EPS-基本,净资产收益率ROE(平均),总资产报酬率ROA,资产负债率,流动比率,总资产(同比增长率),营业收入(同比增长率),销售毛利率,每股净资产BPS,营业利润,长期借款,短期借款,营业收入,报告期,下一期营收
000960.SZ,锡业股份,37649176667,1027301667,8.7982,7.3948,0.5816,8.56,6.9436,61.3138,0.7955,11.568,13.5682,8.2513,7.0234,1468499752,1624300000,12154533337,41762117438,三季,39601073385
000961.SZ,中南建设,53462174286,2172997857,13.485,4.3692,0.455466667,11.23706667,1.716,89.9098,1.3116,45.3152,57.7055,21.3258,4.1295,3362771641,30270147615,9808750000,39994470693,三季,40110125872
000967.SZ,盈峰环境,7088810000,683895000,10.918,1.8264,0.306666667,8.2972,6.354533333,45.8317,1.4455,17.9787,12.6267,15.9044,3.6845,432205074,666282946.4,893500000,4908820530,三季,13044761115
000968.SZ,蓝焰控股,2214353636,684485455,18.778,3.93,0.653333333,18.74533333,12.17213333,49.9788,1.8969,5.7685,23.5788,40.4453,3.7628,763696701.9,841500000,150000000,1890445583,三季,2333339560
000977.SZ,浪潮信息,40441404444,630941634,7.6818,6.5423,0.384933333,6.647866667,4.908533333,69.2355,1.5681,66.7844,102.6169,10.8622,5.9351,645378368.3,400000000,9172508389,44795072523,三季,46940820300
000983.SZ,西山煤电,30354432222,2054071111,10.5689,6.3183,0.644266667,10.78293333,7.353466667,61.1442,0.7972,4.2571,11.1211,31.7103,6.2642,3544925686,10630738097,4527800000,31163162927,三季,32271005488
000988.SZ,华工科技,5907033333,399083333,7.0567,5.5633,0.346666667,6.4072,4.945333333,34.7186,2.2878,27.8229,22.3047,23.9967,5.4166,420379345.5,55000000,517584000,5370153068,三季,5232838884
000997.SZ,新大陆,5573693636,659560909,12.4,5.1479,0.632266667,12.8128,7.552133333,50.6358,1.5637,20.133,14.7992,28.7262,5.0862,763531948.5,263166666.7,697202578.3,5367342788,三季,5759682039
000998.SZ,隆平高科,3929971111,955928946,14.1538,5.2395,0.082,1.819066667,2.683866667,55.8444,1.2961,54.1106,15.705,45.7442,4.2938,199484256.5,2767609520,2823000000,1942096533,三季,3579717393
001979.SZ,招商蛇口,99405559167,16031171886,20.1948,10.2885,1.36,16.30306667,5.143866667,77.172,1.5254,39.2314,25.756,41.1694,7.8425,17345512808,64256904315,17735870359,45040064629,三季,88277854683
002001.SZ,新和成,8529041667,3041090000,19.1583,8.1524,1.573333333,22.86626667,20.99613333,23.3378,2.8615,70.5999,64.202,56.0418,7.2762,3995858084,397591583.2,1594552692,8959236217,三季,8683381747
002008.SZ,大族激光,13106548400,1958331200,22.9873,8.06,2.066666667,28.08826667,14.44973333,50.8629,1.7468,17.3433,-2.8971,38.2473,7.6765,2379657180,151999067.3,2111599070,11541468892,三季,11029485680
002010.SZ,传化智联,27253015000,770065000,6.3575,3.875,0.16,4.6556,5.3664,54.5519,1.5161,29.9125,46.4798,9.7037,3.6004,986364745.5,2444630295,3520100187,23427856684,三季,20148069887
002013.SZ,中航机电,12005469474,916900000,8.8876,2.8205,0.186666667,7.6588,4.150266667,60.5707,1.4265,38.2811,8.9117,23.9407,2.4022,835611961.8,1523760000,3256561100,10596075660,三季,11637179956
002019.SZ,亿帆医药,4208581667,896376667,11.8975,6.1401,0.786666667,14.51586667,12.82386667,25.5425,1.8113,5.4946,12.0248,45.2823,5.4635,1131545112,48000000,1065088800,4578107703,三季,4631795440
002023.SZ,海特高新,504550000,51209888,1.5633,4.8597,0.0856,1.857733333,1.752,36.9338,1.8444,0.8395,15.7262,40.6665,4.6084,37746242.15,891487299.7,90955659.14,479327800.2,三季,515622697.4
002024.SZ,苏宁易购,2.47274E+11,7185958182,9.0905,8.2831,0.881066667,10.16626667,5.163733333,52.7976,1.3543,21.1611,31.1545,14.6984,8.7808,7746480000,4847524000,22352554000,2.30626E+11,三季,2.44957E+11
002036.SZ,联创电子,6195017500,363491250,16.6463,3.9895,0.44,12.5344,5.786666667,66.1459,1.1772,44.1529,-2.0973,12.183,3.6866,258690680.8,381725579.1,1445726567,4718407896,三季,4802264162
002042.SZ,华孚时尚,15765377692,835521538,10.5627,5.3843,0.64,14.01146667,7.554133333,57.4661,1.1633,16.5374,21.0089,10.7831,4.636,1082404074,277172939.6,7360273026,14312051075,三季,14307433720
002044.SZ,美年健康,8778501053,869393684,11.9429,2.3982,0.173333333,8.6304,8.17,54.3104,0.8836,87.2349,43.0398,46.3379,2.0155,892322650.7,1213383866,2463059015,7758258219,三季,8458450180
002048.SZ,宁波华翔,15576600000,699166667,8.73,13.5081,1.066666667,8.502266667,7.4872,40.5481,1.5093,11.8907,-0.362,19.2592,12.7561,1183720314,206299537.6,1146173384,14286149884,三季,14927081526
002050.SZ,三花智控,11105497917,1400527706,15.8504,4.1718,0.64,16.79133333,12.08906667,37.908,2.0111,15.4308,14.9596,27.9434,3.9318,1653519975,222000000,1046488433,11020251238,三季,10835990678
002051.SZ,中工国际,12911642857,1694614286,17.3667,8.7153,1.12,14.61,5.988666667,50.3914,1.7299,9.4831,26.4894,17.1401,7.9572,1419922753,118668561.9,587001076.5,10512100140,三季,10150383314
002074.SZ,国轩高科,5970600588,872507647,9.7613,7.9614,0.773333333,10.38626667,5.7292,56.1456,1.4941,55.1467,9.1085,33.1275,7.6449,977629635.5,909201181.8,2094298474,5462336164,三季,5126995194
002078.SZ,太阳纸业,22759490833,2477162917,20.14,4.8659,0.92,21.41266667,14.09626667,59.5143,0.7806,27.6915,17.5394,25.6014,4.5752,3181263971,1699886332,5644740561,21479807120,三季,21768398462
002080.SZ,中材科技,11361453846,907262308,9.2569,7.641,0.770133333,10.33026667,6.7556,56.6417,1.071,12.0636,7.887,27.4217,7.2656,1207414324,3034968107,3895233136,10401171630,三季,11446869453
002085.SZ,万丰奥威,11015470000,1002470000,14.845,3.1099,0.48,17.23746667,13.136,45.1064,1.4257,29.0886,9.8926,21.2175,2.8021,1406562268,955615725.4,1701173554,10719380060,三季,11005069693
002087.SZ,新野纺织,6512242000,378970000,10.5975,4.186,0.518133333,12.4792,7.9928,60.2226,1.2841,5.0647,24.0553,16.9054,4.3227,491760147,50000000,1656121450,6327834651,三季,6059889289
002092.SZ,中泰化学,52048485833,2592282500,13.1473,9.3465,1.249066667,13.93853333,7.206266667,67.2363,0.8802,16.8899,68.0384,12.9288,8.6629,3285277911,5487186657,11308105209,60244308381,三季,70222629870
002094.SZ,青岛金王,6557041429,375651429,12.21,4.3394,0.410533333,7.96,7.4308,44.4298,2.1537,30.9799,24.0076,21.6657,4.2378,323563436.4,694990000,895620000,5354368395,三季,5456087745
002111.SZ,威海广泰,2203086000,214568000,8.0375,7.3326,0.626666667,8.921466667,6.516533333,42.4622,1.6942,8.6482,20.427,33.0809,7.1511,261923961.7,78585451,889649807.2,2040675547,三季,2187196557
002124.SZ,天邦股份,4643607143,177834286,5.62,2.7001,0.138933333,5.279333333,4.5128,51.9134,0.7789,60.2136,40.4166,15.0473,2.6509,199800879.2,11529638.13,1756528584,4238643507,三季,4518950573
002126.SZ,银轮股份,5250141429,379246897,10.1977,4.6708,0.466666667,10.92386667,7.616666667,48.2032,1.2498,23.0742,23.416,24.9489,4.4426,497203699.2,109305440,1368528412,5085753492,三季,5019241538
002128.SZ,露天煤业,8015961250,1967697500,16.255,7.4079,1.226666667,17.7564,15.75026667,28.927,2.0649,18.201,9.449,47.1183,7.2547,2441357960,1288100000,2072500000,7894950389,三季,8229667262
002129.SZ,中环股份,12401007500,535320000,4.51,4.5734,0.210933333,4.556133333,4.144533333,59.2978,1.0103,35.1526,35.0635,19.0974,4.4354,894068832.2,6111141321,4579565500,12340794920,三季,13755716443
002146.SZ,荣盛发展,51638937692,7616950769,23.1846,7.7905,1.146666667,17.42586667,4.0652,84.8867,1.395,21.6889,40.8869,32.2477,6.831,7674557115,29750539989,9746657189,40738293615,三季,56367617008
002157.SZ,正邦科技,26339805714,83864286,1.1571,2.8275,0.026666667,0.744533333,2.245333333,66.7707,0.7463,24.5806,19.3911,9.2114,2.6941,77695957.56,3408873077,3733955879,23446528771,三季,22112983900
002179.SZ,中航光电,7828361304,971996957,16.6332,7.4961,1.185066667,17.8676,9.948933333,47.8892,1.7405,26.4548,28.345,32.0593,6.9723,1089271856,112500000,1219381611,7700130037,三季,7816018656
002180.SZ,纳思达,23461146667,1025903333,19.2,5.0553,0.626666667,15.3436,3.935866667,78.7706,0.8941,-0.1756,-2.2093,36.4328,4.2862,710975783.7,8908792011,3526492830,21191795461,三季,21926472339
002185.SZ,华天科技,8062691111,527292222,8.9722,2.781,0.2048,7.9456,5.65,42.7398,1.1531,24.8117,4.4223,17.0646,2.6471,587074755.3,826080000,1547887327,7412264378,三季,7121706262
002202.SZ,金风科技,29898711563,3623509375,14.5847,7.0175,0.887066667,13.8836,6.030266667,69.2803,1.0799,22.3361,4.7562,29.5478,6.2654,3700992740,18915220661,5817729114,23754173326,三季,28730607320
002221.SZ,东华能源,42240078571,1346088571,15.0071,5.4441,0.742133333,14.8576,8.906,68.7467,1.205,23.9168,47.7944,5.6466,5.1984,1559642256,2214925910,8581443947,45988493305,三季,48942864332
002230.SZ,科大讯飞,8050479231,610760000,7.1583,4.1404,0.146666667,3.797333333,2.801466667,43.6966,1.3773,14.2727,56.0015,48.8264,3.6648,293793539.8,345718068.6,673231178.3,7044442702,三季,7917221903
002234.SZ,民和股份,1624642000,222308333,22.98,3.093,0.613333333,22.90253333,10.88866667,63.4638,0.498,9.9456,58.8926,25.3368,2.9099,186462017.5,14700000,555000000,1525819322,三季,1817711386
002236.SZ,大华股份,23925675333,2688701333,21.3914,4.2777,0.72,19.02786667,8.966266667,50.1942,1.7512,23.9635,28.2125,36.3713,3.9492,2228876437,179500000,2796729839,20040972088,三季,23665688106
002241.SZ,歌尔股份,23687098571,1464867500,9.23,4.9583,0.346666667,7.5336,5.9876,48.6917,1.1751,14.9127,-10.4993,20.3291,4.7493,1347890809,1598358294,5294352185,20597154690,三季,23750587785
002249.SZ,大洋电机,9970333333,476666667,5.0267,4.0496,0.08,2.146666667,1.868133333,45.9832,1.6172,5.4955,5.4964,17.5001,3.727,230087536,1783095833,529006207.5,8403477081,三季,8637575703
002251.SZ,步步高,19101365556,196095556,3.1044,7.34,0.3036,3.797066667,2.617066667,59.2678,0.5313,24.9725,8.9317,22.8064,8.7872,336938106.6,737428500,3111450000,18463693018,三季,18397871069
002258.SZ,利尔化学,4006643158,616215263,21.0983,5.6156,1.066666667,21.5664,13.7676,44.4898,1.1289,51.0596,42.707,33.5157,5.3363,743055361.4,486800000,671045304,3697888746,三季,4027069340
002262.SZ,恩华药业,3819801852,487723704,17.0208,2.8371,0.557866667,21.2704,17.384,27.4041,2.8737,17.7848,14.7065,54.3082,2.785,646541960.6,230000,361650000,3851976225,三季,3858168591
002277.SZ,友阿股份,7527323333,329383333,6.29,4.0867,0.2048,5.568133333,4.302,52.9974,1.3778,2.6594,3.3643,21.2815,3.6695,451243188.5,1747760000,972650143.6,7068773418,三季,7218250181
002299.SZ,圣农发展,12368921111,1139003333,15.8325,6.0369,0.865333333,16.1268,10.1508,44.7515,0.5492,15.8104,9.2863,17.3392,5.69,1148571410,477501500,3777590000,10741661927,三季,11547228732
002310.SZ,东方园林,17774692500,2533110000,18.6638,5.1228,0.48,11.09613333,5.572933333,70.4302,1.0108,40.9449,11.7368,32.7066,4.5173,1455112232,691690407.1,3324890120,12865270581,三季,13293159247
002314.SZ,南山控股,7331520000,710390000,11.45,3.09,0.114133333,4.513866667,5.368,64.4229,1.5053,80.8461,31.1092,46.4673,2.8837,957182569.1,4540827710,1964150000,5697979862,三季,7051678631
002340.SZ,格林美,14125352500,867465833,9.777,2.1615,0.173333333,8.002,6.0412,60.0936,1.2443,19.9153,40.7807,19.2212,2.3441,897347425.6,921148583.8,7512479643,13640287626,三季,13878229148
002352.SZ,顺丰控股,90473010588,4851386471,13.2056,8.3596,0.92,11.95613333,8.9532,46.773,1.2735,21.882,31.1923,18.4063,7.8881,5380606641,1056451725,6616894596,87157070342,三季,90942694240
002371.SZ,北方华创,3275124545,244821818,7.0895,7.8979,0.490933333,6.642133333,4.104533333,63.7775,1.3984,30.4142,35.5853,40.2548,7.5613,325323428.7,603400000,609035276.4,2801529490,三季,3323850957
002375.SZ,亚厦股份,9682342500,412590000,5.2675,5.84,0.306666667,5.458266667,2.748266667,59.8852,1.4343,8.809,4.4316,15.3621,5.7912,501753950.3,84025000,1569000000,8688485013,三季,9199473023
002384.SZ,东山精密,20174156250,1128370588,12.6638,5.6708,0.56,11.23186667,6.313333333,73.2825,0.9215,60.2448,28.4885,15.8187,5.1714,995274881.1,2783539862,8560602629,17875415569,三季,19825420035
002397.SZ,梦洁股份,2316950000,130520000,5.8667,2.9166,0.1656,6.273466667,5.4504,36.2268,1.7909,18.9072,21.5766,46.1328,2.6762,157202551.3,75280000,433076373,1927845203,三季,2308092760
002415.SZ,海康威视,51949752692,11422305125,30.7829,4.1004,1.074666667,30.98706667,19.57013333,38.8693,2.2108,23.9897,21.9005,44.9088,3.6076,10766837436,190000000,3186577915,45070254935,三季,49837132482
002422.SZ,科伦药业,15264940909,1246616364,9.8473,8.9061,0.946666667,11.16173333,7.611066667,55.8701,1.1395,7.5712,54.6326,59.1422,8.7833,1529422309,375090886,3020000000,16309054167,三季,16351790239
002438.SZ,江苏神通,1025617500,87467500,5.2533,3.6601,0.1688,4.690533333,3.832533333,43.6683,1.615,13.3017,67.4877,31.0647,3.6578,83076705.92,43680000,379887800,1160114470,三季,1087464010
002448.SZ,中原内配,1607500000,278500000,10.55,4.64,0.426666667,10.54066667,8.872266667,35.3312,2.4159,10.5707,8.9371,40.0043,4.2316,313792166.8,716752142.4,186000000,1606966862,三季,1596581575
002456.SZ,欧菲光,43938129091,1963476970,18.3338,4.0465,0.6844,18.7536,9.5692,73.5565,1.0466,27.707,27.3514,14.9975,3.8577,2157060956,4175743875,5329691210,41528588372,三季,43042809936
002460.SZ,赣锋锂业,5638166667,1693457778,28.4559,4.7279,1.346666667,32.95653333,20.75053333,44.8421,1.6725,44.8266,26.4428,38.4619,4.2251,1689517569,674027200,574250136,4791334691,三季,5003882888
002465.SZ,海格通信,4160587333,442456875,5.2457,3.6954,0.146666667,4.1596,3.3564,25.1798,3.0321,-0.3788,13.738,34.5387,3.5763,375515864,245500000,630000000,3422782465,三季,4069795917
002466.SZ,天齐锂业,6217293636,2229219403,20.386,9.871,1.973333333,23.37986667,21.3328,42.3717,1.9045,44.9555,20.1713,70.1229,8.9275,3725632647,1878918975,1628516208,6345131412,三季,6244419975
002475.SZ,立讯精密,33253280385,2506046667,16.4158,3.8488,0.533333333,16.17226667,9.006266667,55.53,1.2781,43.718,59.2346,20.7279,3.496,2635211415,1380809826,5694376555,29508293846,三季,35849964160
002488.SZ,金固股份,3286685000,247005000,5.9,4.2446,0.253333333,4.0264,2.551066667,43.1339,1.5598,8.3393,7.9171,18.511,6.3117,179325409,373310791.6,1353326363,2983916574,三季,2708713301
002493.SZ,荣盛石化,79232773500,2455437000,12.1689,3.1564,0.4,13.1448,5.3152,67.411,0.852,95.9836,17.798,6.91,3.4376,3340766448,26363918640,26669522054,82243113742,三季,91424664355
002531.SZ,天顺风能,3966375600,547520067,10.326,2.993,0.266666667,9.529733333,6.118933333,57.1417,1.1563,27.5228,10.3663,28.5691,2.8959,487844902.2,793115499.2,1715312450,3346678276,三季,3701904595
002543.SZ,万和电气,7646606000,544916000,16.746,5.736,0.853333333,15.90253333,10.0268,48.0538,1.1488,5.2202,13.4646,28.6114,5.5333,604291688.3,7006324.4,741374936.1,7055492504,三季,6913881265
002567.SZ,唐人神,14745030000,211281881,6.106,4.4637,0.2024,4.934533333,5.1368,38.2343,1.1855,10.9813,6.9309,8.7596,4.0917,318749839.1,270666800,726900000,14762049869,三季,15405517069
002572.SZ,索菲亚,7529075833,1102080417,20.7343,5.8339,0.998933333,20.04013333,16.2056,27.4282,1.9068,9.6848,20.1118,37.8768,5.1266,1153487756,253780000,231720000,6807830572,三季,7310892203
002582.SZ,好想你,5113628462,166790769,4.9927,6.5385,0.28,4.341466667,4.116133333,30.9599,1.8061,-0.4741,26.8019,28.5367,6.4835,171645218.1,250609095,492000000,4749811174,三季,4949436724
002583.SZ,海能达,7726322857,564229333,9.1621,3.3901,0.093333333,3.0656,2.829866667,59.8613,1.0315,16.6012,42.7652,44.936,3.1848,166583464.5,1170193755,4011818807,6041746469,三季,6934533727
002594.SZ,比亚迪,1.2978E+11,3032299643,5.7172,20.7581,0.653333333,3.719466667,3.342266667,68.8482,0.9592,16.6219,20.3542,16.4261,18.5413,3067694667,4952993000,41262174000,1.18642E+11,三季,1.30055E+11
002597.SZ,金禾实业,4758195000,1108370843,26.1236,7.5581,1.786666667,27.87546667,21.18946667,34.3334,2.6963,26.3271,1.3395,33.2919,6.4599,1186263289,1212724,180000000,4459796317,三季,4132796434
002601.SZ,龙蟒佰利,11337364375,2801551107,19.2785,7.2057,1.306666667,19.5384,15.58413333,36.994,1.0656,10.3735,6.2372,43.2579,6.8932,3163281378,203531662.4,4659288741,10699351516,三季,10440588458
002614.SZ,奥佳华,5473507857,474125714,14.3542,5.968,0.746666667,13.6504,9.331866667,44.2437,1.6358,18.9436,30.7968,36.1577,5.6004,360943970.7,58682947.53,475443607.4,5037736097,三季,5447030714
002624.SZ,完美世界,8895108276,1820857097,18.7448,7.3414,1.333333333,21.82253333,13.64013333,41.1596,2.6025,-8.0608,-0.2023,59.6347,6.1866,1958822491,406235839.8,1200839200,7350791531,三季,8033765031
002635.SZ,安洁科技,3824650000,599325000,8.225,9.9491,0.76,8.330666667,7.561066667,21.6339,1.7506,0.5482,50.8264,31.4346,9.3079,371463636.1,271530.68,38472820.8,3338983888,三季,3554259001
002658.SZ,雪迪龙,1337000000,256500000,12.7525,3.2768,0.306666667,9.333066667,8.547066667,25.9886,8.6393,35.6477,28.6642,47.2787,3.2815,212087378.7,5480261.83,1756573.79,1130604547,三季,1288792376
002672.SZ,东江环保,3885457600,547548400,12.812,4.9949,0.573333333,12.89293333,7.9268,52.7167,0.9782,12.9504,14.4863,34.6722,4.4835,618376735.8,514049409.8,1919355835,3297679814,三季,3284080652
002675.SZ,东诚药业,2111622500,271530000,7.9533,4.7628,0.354933333,7.343066667,8.7036,33.1832,1.5981,37.6899,44.571,57.06,5.1505,452321545.3,446083513.8,444715774,2174114824,三季,2332822938
002681.SZ,*ST奋达,4619000000,337460000,4.97,3.1647,0.2168,5.570666667,4.7672,27.3001,1.7769,-2.8402,34.4189,22.0149,3.0895,402981720.6,235000000,270000000,3215726673,三季,3345504678
002701.SZ,奥瑞金,8052200000,794166667,13.096,2.5879,0.4012,16.16613333,11.49946667,56.5503,1.0098,-5.6327,12.9592,26.9886,2.5045,1343147648,1125845990,1803727652,8333232969,三季,8175388304
002714.SZ,牧原股份,13991887500,1002710833,7.773,6.0056,0.226666667,3.731733333,3.833866667,55.5464,0.8047,45.6095,28.2835,10.7895,4.713,483949387.4,1552795730,4791331623,12241906744,三季,13388157686
002717.SZ,岭南股份,9256792632,912172632,20.0568,4.5026,0.76,19.31266667,8.673733333,69.9671,1.1738,108.0618,123.6547,26.3087,4.1186,934709300.7,861017498,1910000000,7616291009,三季,8842902042
002739.SZ,万达电影,14760667500,1688583772,12.2779,7.446,0.959866667,13.91266667,9.999733333,43.4248,0.5595,-2.2662,7.0621,31.346,7.1735,1964391908,1912537695,2269000000,14539356296,三季,14088133742
002747.SZ,埃斯顿,1668356667,123101724,7.3056,1.9777,0.106666667,6.087333333,4.4244,52.8832,1.406,39.2406,60.1548,36.1407,1.862,92122756.33,293842650,603479080.4,1419451585,三季,1461024578
002815.SZ,崇达技术,3858050000,590450000,20.341,3.4873,0.704,21.80906667,14.5348,42.5608,1.4863,19.4775,20.7748,32.8302,3.1462,681423837.4,35336316,162952496.9,3695818518,三季,3656090737
300001.SZ,特锐德,5742200000,322840000,9.9867,3.335,0.186666667,6.3492,3.224666667,73.6052,0.9797,16.0154,2.3835,25.2874,3.07,158313284,167000000,3231400300,5189887552,三季,5903623163
300003.SZ,乐普医疗,6016584444,1340549880,18.0404,4.2217,0.855733333,23.06653333,14.466,53.7878,1.2196,39.7871,39.3311,73.3381,3.8107,1766278630,1810722000,2186257160,6112640057,三季,6356304792
300007.SZ,汉威科技,1744666667,133333333,8.7333,5.3096,0.413333333,8.416933333,5.782533333,59.3507,2.0142,20.9285,7.6358,35.4132,5.0277,183284696.7,901343956.1,193000100,1440891947,三季,1512330589
300010.SZ,立思辰,1782027500,173940000,3.1575,6.455,0.0116,0.184266667,0.798533333,35.8693,1.3697,15.8974,2.7284,45.5102,6.2605,19949237.53,353067888.3,460515529.8,1465842946,三季,1952377778
300011.SZ,鼎汉技术,1456666667,157333333,5.8033,4.944,0.074533333,1.668533333,2.6396,38.1541,1.6842,-6.5184,11.7645,31.6667,4.4909,51832827.75,354652207.1,279999388,1207199734,三季,1357128761
300014.SZ,亿纬锂能,4527623600,512968912,14.4846,4.1787,0.586666667,15.5596,6.948933333,65.6757,1.0856,53.7348,51.4363,23.5719,3.9868,534010817.1,717286411.3,908936996,4011966439,三季,4351190560
300021.SZ,大禹节水,2550353333,245830000,13.29,2.3295,0.093333333,5.475866667,4.895866667,59.8152,1.3253,47.3011,31.0649,29.4196,1.7526,98196848.11,44420187.38,1082171300,1298322344,三季,1779589085
300024.SZ,机器人,3022124000,542433079,8.495,4.1086,0.28,7.273066667,5.745466667,36.7869,2.7173,21.5862,23.6875,30.8387,3.9357,500208557.5,766452310.7,1245772459,2765636524,三季,3094726945
